text,language,original_language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation,isHate
Él tomó el tren de las doce.,spa,spa,0,0,0,0,0,0,0,0,0
Everyone has strengths and weaknesses.,eng,eng,0,0,0,1,0,0,0,0,1
हम जिस चीज़ की तलाश कहीं और कर रहे होते हैं वह हो सकता है कि हमारे पास ही हो।,hin,hin,1,0,0,0,0,0,0,0,1
मैं कभी इतना खुश नहीं हुआ हूँ।,hin,hin,0,0,0,0,0,0,0,0,0
Este tipo de insecto está muy extendido en Japón.,spa,spa,0,0,0,1,0,0,0,0,1
आप किसी को बिस्तर बनाने के लिए भेज सकते हैं क्या?,hin,hin,0,0,0,0,0,0,0,0,0
The Board of Education governs the schools.,eng,eng,0,0,0,1,0,0,0,0,1
The strong must help the weak.,eng,eng,0,0,0,1,0,0,0,0,1
Una piedra rodante no junta musgo es un refrán.,spa,spa,0,0,0,0,0,0,0,0,0
जवान हो तब तक तुम्हें कड़ी मेहनत से काम करना चाहिए।,hin,hin,0,0,1,0,0,0,0,0,1
You should swear on the Bible.,eng,eng,0,0,0,0,0,0,0,0,0
Tell them to call me before they leave.,eng,eng,0,0,0,0,0,0,0,0,0
It's awfully cold this evening.,eng,eng,0,0,0,0,0,0,0,0,0
Por algo había estudiado él en el extranjero.,spa,spa,0,0,0,1,0,0,0,0,1
疯狂 愚蠢 印度教,cmn,cmn,0,0,1,0,0,1,1,0,1
It was careless of you to lose the key.,eng,eng,0,0,0,0,0,0,0,0,0
Ya lo soluciono yo.,spa,spa,0,0,0,0,0,0,0,0,0
Mathematics is not just the memorization of formulas.,eng,eng,0,0,0,1,0,0,0,0,1
Están haciendo planes para colonizar el estado de Missouri.,spa,spa,0,0,0,1,0,0,0,0,1
You suck dude! I have to tell you everything!,eng,eng,0,0,0,0,0,0,0,0,0
Él fue primero a la frutería.,spa,spa,0,0,0,0,0,0,0,0,0
我们走开的时候，房子被盗窃了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Sadly many people will believe things told to them via an email which they would find implausible face-to-face.,eng,eng,0,0,1,0,0,0,0,0,1
You'd better start now.,eng,eng,0,0,0,1,0,0,0,0,1
The best way to predict the future is to invent it.,eng,eng,0,0,0,1,0,0,0,0,1
मेरे पास कुछ पैसे हैं।,hin,hin,0,0,0,0,0,0,0,0,0
他把數枚硬幣強行塞進了我的口袋中。,cmn,cmn,0,0,0,0,0,0,0,0,0
Tell me when you will call me.,eng,eng,0,0,0,0,0,0,0,0,0
这个瓶子可以装两升热水。,cmn,cmn,0,0,0,0,0,0,0,0,0
這些書都是我的。,cmn,cmn,0,0,0,0,0,0,0,0,0
春天就要来了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Esta sala permite albergar a 300 personas.,spa,spa,0,0,0,1,0,0,0,0,1
我能用一下你的铅笔吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
Your refusal to help complicated matters.,eng,eng,0,0,0,0,0,0,0,0,0
"Primero, voy a hacer un esquema de mi nuevo sitio de internet.",spa,spa,0,0,0,0,0,0,0,0,0
I was hit by a huge chunk of meat.,eng,eng,1,0,0,0,0,0,0,0,1
La especie humana es la más dominante sobre la Tierra.,spa,spa,0,0,0,0,0,0,0,0,0
在学校时我学了中文是个优势。,cmn,cmn,0,0,0,0,0,0,0,0,0
Este pez no es venenoso.,spa,spa,0,0,0,1,0,0,0,0,1
Ellos incendiaron la casa del vecino en venganza.,spa,spa,0,0,0,0,0,0,0,0,0
You gave me a real surprise when you showed up there.,eng,eng,0,0,0,0,0,0,0,0,0
"Even though he apologized, I'm still furious.",eng,eng,0,0,0,1,0,0,0,0,1
我弟弟还睡着呢。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Voy a comprarme una nueva cámara, esta vez digital.",spa,spa,0,0,0,1,0,0,0,0,1
डूबते को तिनके का सहारा।,hin,hin,0,0,0,0,0,0,0,0,0
"Después de estudiar inglés, estudié matemáticas.",spa,spa,0,0,0,1,0,0,0,0,1
Casi me asustó el no verte conectado por un día entero.,spa,spa,0,0,0,1,0,0,0,0,1
你是一个坏,cmn,cmn,0,0,1,0,0,0,0,0,1
मेरी यहाँ सहायता करो.,hin,hin,0,0,0,0,0,0,0,0,0
Oí su ruido al salir de la habitación.,spa,spa,0,0,0,0,0,0,0,0,0
"Comprendo lo que usted dice, pero no puedo estar de acuerdo.",spa,spa,0,0,0,1,0,0,0,0,1
वह भारत गया हुआ है।,hin,hin,0,0,0,0,0,0,0,0,0
டாமுக்கும் ஜானுக்கும் இடையில் அமர்ந்தேன்,tam,tam,0,0,0,0,0,0,0,0,0
我忽然想起了我死去的妈妈。,cmn,cmn,1,0,0,0,0,0,0,0,1
शिक्षा का ध्येय है एक खाली दिमाग को खुले दिमाग में बदलना।,hin,hin,0,0,0,0,0,0,0,0,0
Intenté encontrar el número de teléfono de ella.,spa,spa,0,0,0,0,0,0,0,0,0
我叔叔说他每天早上慢跑。,cmn,cmn,0,0,0,0,0,0,0,0,0
Por fin el autobús hizo una parada.,spa,spa,0,0,0,0,0,0,0,0,0
Me alegré mucho de que ella me visitara repentinamente.,spa,spa,0,0,0,0,0,0,0,0,0
钱不是万能的，但是没有钱什么都干不成。,cmn,cmn,0,0,0,0,0,0,0,0,0
You must look after the child.,eng,eng,0,0,0,1,0,0,0,0,1
तुम कुछ ज़्यादा ही तेज़ जा रही हो।,hin,hin,0,0,0,0,0,0,0,0,0
Fuiste muy amable de prestarle el dinero a él.,spa,spa,0,0,0,1,0,0,0,0,1
Money is the last thing he wants.,eng,eng,0,0,0,1,0,0,0,0,1
你是一个婆罗门,cmn,cmn,0,0,0,1,0,0,0,0,1
Él fue tan amable de transportarnos hasta la isla en su bote.,spa,spa,0,0,0,1,0,0,0,0,1
"Están haciendo demasiado ruido, no puedo concentrarme.",spa,spa,0,0,0,1,0,0,0,0,1
You have just done your homework.,eng,eng,0,0,0,1,0,0,0,0,1
Conduzcamos hasta el mar.,spa,spa,0,0,0,1,0,0,0,0,1
You are muslim,eng,eng,0,0,0,0,0,0,1,0,1
Your study will bear fruit.,eng,eng,0,0,0,1,0,0,0,0,1
अपना बटुआ निकालो।,hin,hin,0,0,0,0,0,0,0,0,0
你对女人有一套。,cmn,cmn,0,0,1,0,0,0,0,0,1
நீ முட்டாள் ஆக இருக்கிறாய்,tam,tam,0,0,1,0,0,1,0,0,1
You are stupid,eng,eng,0,0,1,1,0,1,0,0,1
सबसे पास का मेट्रो स्टेशन कहां है?,hin,hin,0,0,0,0,0,0,0,0,0
நீ எஸ்டி ஆக இருக்கிறாய்,tam,tam,0,0,0,1,0,0,0,0,1
हम कॅलगरी में हैं!,hin,hin,0,0,0,0,0,0,0,0,0
वह धूल से लिपटी हुई गुड़िया कमरे के कोने में खड़ी हुई थी।,hin,hin,1,0,0,0,0,0,0,0,1
My parents would repudiate my brother if they ever found out he was gay.,eng,eng,0,0,0,0,0,0,0,0,0
You may go anywhere.,eng,eng,0,0,0,0,0,0,0,0,0
तुम्हारे उठने का समय हो गया है।,hin,hin,0,0,0,0,0,0,0,0,0
जापान में घर के अंदर जाने के समय जूते उतारे जाते हैं।,hin,hin,0,0,0,0,0,0,0,0,0
The sound of shouting grew faint.,eng,eng,0,0,0,0,0,0,0,0,0
A él no le gusta el deporte. A mí tampoco.,spa,spa,0,0,0,1,0,0,0,0,1
Yo estaba de acuerdo con su plan.,spa,spa,0,0,0,1,0,0,0,0,1
为什么这个月房东还不来收房租？,cmn,cmn,0,0,0,0,0,0,0,0,0
तुम आज सुबह देर से क्यों आए?,hin,hin,0,0,0,0,0,0,0,0,0
"No pienso, luego no existo.",spa,spa,0,0,0,1,0,0,0,0,1
अमीर हमेशा गरीबों से ज़्यादा ख़ुश नहीं होते।,hin,hin,0,0,0,0,0,0,0,0,0
¿Terminaste de tejer el jersey?,spa,spa,0,0,0,1,0,0,0,0,1
我一到伦敦就会给你留言的。,cmn,cmn,0,0,0,0,0,0,0,0,0
You seem to be prejudiced against ideas that come from foreign countries.,eng,eng,0,0,0,1,0,0,0,0,1
没有你的帮助，我可能已经失败了。,cmn,cmn,0,0,0,0,0,0,0,0,0
टॉम ने भविष्य बदल दिया।,hin,hin,0,0,0,0,0,0,0,0,0
过河拆桥。,cmn,cmn,0,0,0,0,0,0,0,0,0
इस काम को करने में ज़्यादा देर नहीं लगेगी।,hin,hin,0,0,1,0,0,0,0,0,1
हम घर चलत हैं।,hin,hin,0,0,0,0,0,0,0,0,0
ஓரளவு,tam,tam,0,0,0,0,0,0,0,0,0
I like it very much.,eng,eng,0,0,0,0,0,0,0,0,0
You shouldn't do things by halves.,eng,eng,0,0,0,0,0,0,0,0,0
நீ ஆண் ஆக இருக்கிறாய்,tam,tam,0,0,1,0,0,0,0,0,1
डॉक्टर ने उसको छुट्टी लेने की सलाह दी।,hin,hin,0,0,0,0,0,0,0,0,0
你们周日送货吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
ग्यारह बज चुके हैं। मुझे चलना चाहिए।,hin,hin,0,0,0,0,0,0,0,0,0
我从没见过那么大的西瓜！,cmn,cmn,0,0,0,0,0,0,0,0,0
死人无法开口辩白,cmn,cmn,1,0,0,0,0,0,0,0,1
No cambies de tema.,spa,spa,0,0,0,0,0,0,0,0,0
Merece la pena ir al nuevo museo.,spa,spa,0,0,0,0,0,0,0,0,0
"Speech is silver, but silence is golden.",eng,eng,0,0,0,0,0,0,0,0,0
तुम बेशर्म हो,hin,hin,0,0,1,0,0,0,0,0,1
我忘了你的電話號碼。,cmn,cmn,0,0,0,0,0,0,0,0,0
क्या झूठ हमेशा बुरा होता है?,hin,hin,0,0,1,0,0,0,0,0,1
Ella estaba sentada bajo un árbol.,spa,spa,0,0,0,1,0,0,0,0,1
You should know what to read.,eng,eng,0,0,0,0,0,0,0,0,0
她半年后就要出国了。,cmn,cmn,0,0,0,0,0,0,0,0,0
There was a strong wind.,eng,eng,0,0,0,1,0,0,0,0,1
Estoy muy ocupado últimamente.,spa,spa,0,0,0,1,0,0,0,0,1
"The bank accommodated him with a loan of 10,000 yen.",eng,eng,0,0,0,0,0,0,0,0,0
मैंने सुबह के नाश्ते में चाय के साथ नान खाई।,hin,hin,0,0,0,0,0,0,0,0,0
她还没听到这个消息。,cmn,cmn,0,0,0,0,0,0,0,0,0
நீ தலித் ஆக இருக்கிறாய்,tam,tam,0,0,0,1,0,0,0,0,1
The sky was full of stars.,eng,eng,0,0,0,1,0,0,0,0,1
The church stood alone on the hill.,eng,eng,0,0,0,1,0,0,0,0,1
Este trabajo es una carga demasiado pesada para mí.,spa,spa,0,0,0,1,0,0,0,0,1
舞蹈員們隨著樂團音樂的拍子踏著舞步。,cmn,cmn,0,0,0,0,0,0,0,0,0
錯。,cmn,cmn,0,0,0,0,0,0,0,0,0
आदमी बेवकूफ सिख,hin,hin,0,0,1,0,0,1,1,0,1
मुझे नहीं पता वह कैसे निकल भागा।,hin,hin,0,0,0,0,0,0,0,0,0
Él enfermó por haber comido demasiado.,spa,spa,0,0,0,0,0,0,0,0,0
तुम्हें कॉनसर्ट की टिकटें कैसे मिलीं?,hin,hin,0,0,0,0,0,0,0,0,0
Él habla realmente bien.,spa,spa,0,0,0,0,0,0,0,0,0
At this stage there is still not a clear energy policy for bringing decentralised power to rural areas.,eng,eng,0,0,0,1,0,0,0,0,1
A él no lo he visto desde hace un tiempo.,spa,spa,0,0,0,1,0,0,0,0,1
I'm feeding the goldfish.,eng,eng,0,0,0,0,0,0,0,0,0
Hurry along or you'll be late.,eng,eng,0,0,0,0,0,0,0,0,0
她热泪盈眶。,cmn,cmn,0,0,0,0,0,0,0,0,0
मेरे कमरे में टीवी नहीं है।,hin,hin,1,0,0,0,0,0,0,0,1
婊子 愚蠢 锡克教,cmn,cmn,0,0,1,0,0,1,1,0,1
博物馆的参观者中有少数是外国人。,cmn,cmn,0,0,0,0,0,0,0,0,0
டோம் இறுதியாக நாம் அவனிடம் கேட்டதைச் செய்து முடித்தான்.,tam,tam,0,0,0,0,0,0,0,0,0
Su negocio fracasó y él se arruinó.,spa,spa,0,0,0,0,0,0,0,0,0
ज़िन्दगी एक बहुत लम्बा सफ़र है।,hin,hin,0,0,0,0,0,0,0,0,0
Are you sure you want to put your life in her hands?,eng,eng,0,0,0,0,0,0,0,0,0
तुम किसी लड़की की तरह मुक्का मारते हो।,hin,hin,1,0,0,0,0,0,0,0,1
Can I stay at your place? I have nowhere to go.,eng,eng,0,0,0,1,0,0,0,0,1
प्लान अब तक कामयाब रहा है।,hin,hin,0,0,1,0,0,0,0,0,1
No le cuentes nuestro plan a nadie.,spa,spa,1,0,0,1,0,0,0,0,1
她喜欢为她的家人做饭。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ella no muestra entusiasmo por su trabajo.,spa,spa,0,0,0,1,0,0,0,0,1
我们常把黑色跟死亡联系起来。,cmn,cmn,1,0,0,0,0,0,0,0,1
"भारत का झंडा तिरंगा कहलाया जाता है क्योंकि उसमें तीन रंगों की पट्टियाँ हैं - केसरी, सफ़ेद और हरा।",hin,hin,0,0,0,0,0,0,0,0,0
¿Hay escuela el sábado?,spa,spa,0,0,0,1,0,0,0,0,1
उसने पैसों के लिए शादी की।,hin,hin,0,0,0,0,0,0,0,0,0
விசும்பின் துளிவீழின் அல்லால்மற் றாங்கே பசும்புல் தலைகாண் பரிது,tam,tam,0,0,0,0,0,0,0,0,0
நான் ஒரு விதமான மகிழ்ச்சியிலிருக்கிறேன்,tam,tam,0,0,0,0,0,0,0,0,0
तुम कॉलेज जाकर क्या करोगे?,hin,hin,0,0,0,0,0,0,0,0,0
हम नदी के पार तेर पाए.,hin,hin,0,0,0,0,0,0,0,0,0
इसलिए क्योंकि तुम लड़की हो।,hin,hin,0,0,0,0,0,0,0,0,0
Dame una hoja en blanco.,spa,spa,0,0,0,1,0,0,0,0,1
Your answer is wrong.,eng,eng,0,0,0,0,0,0,0,0,0
老婆婆被烧死。,cmn,cmn,1,0,0,0,0,0,0,0,1
"मानो या न मानो, उसके तीन बच्चे हैं।",hin,hin,0,0,0,0,0,0,0,0,0
You will do well to leave him.,eng,eng,0,0,0,0,0,0,0,0,0
Your proposal is a bit extreme.,eng,eng,0,0,0,0,0,0,0,0,0
"Por cierto, ¿estás libre esta tarde?",spa,spa,0,0,0,1,0,0,0,0,1
इसका तुमसे कोई लेना-देना नहीं है।,hin,hin,0,0,0,0,0,0,0,0,0
Un trabajador medio recibe aumento de sueldo automáticamente cada año.,spa,spa,0,0,0,0,0,0,0,0,0
Ella leía una revista sentada en una silla.,spa,spa,0,0,0,1,0,0,0,0,1
大炸彈從天而降，奪走了許多人的生命。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Thanks to your stupidity, we lost the game.",eng,eng,0,0,1,1,0,1,0,0,1
You are deaf,eng,eng,0,0,0,0,0,1,0,0,1
मैं इस समस्या को सुलझाऊँगा।,hin,hin,0,0,0,0,0,0,0,0,0
你是一个锡克教,cmn,cmn,0,0,0,0,0,0,1,0,1
她太放任她的孩子们了。,cmn,cmn,0,0,0,0,0,0,0,0,0
¿Es necesario expandir el conocimiento humano con la exploración espacial?,spa,spa,0,0,0,0,0,0,0,0,0
“滚石不生苔”是一句谚语。,cmn,cmn,0,0,0,0,0,0,0,0,0
कोई भी बच्चा बैठा नहीं है।,hin,hin,0,0,0,0,0,0,0,0,0
वह अपना काम खतम करते ही घर चला गया।,hin,hin,0,0,1,0,0,0,0,0,1
एक भाषा कभी काफ़ी नहीं होती।,hin,hin,0,0,0,0,0,0,0,0,0
"The day before yesterday you impressed everyone, but I already knew you.",eng,eng,0,0,0,1,0,0,0,0,1
Are you for or against the bill?,eng,eng,0,0,0,1,0,0,0,0,1
इन दो भाषाओं में बहुत सारी समानताएं हैं।,hin,hin,0,0,0,0,0,0,0,0,0
"Johnny le propuso matrimonio a Alice, y ella aceptó.",spa,spa,0,0,0,0,0,0,0,0,0
முட்டாள் வெட்கமில்லாத புத்தர்,tam,tam,0,0,1,0,0,1,1,0,1
You go first.,eng,eng,0,0,0,1,0,0,0,0,1
据最少的估计，也要花3000日元。,cmn,cmn,0,0,0,0,0,0,0,0,0
把门锁上。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Él no sabe nadar en absoluto, pero esquiando es el número uno.",spa,spa,0,0,0,0,0,0,0,0,0
Eres mala,spa,spa,0,0,1,0,0,0,0,0,1
Él se avergüenza de su propio comportamiento.,spa,spa,0,0,0,0,0,0,0,0,0
मुझे भरोसा है कि इस तरह की दवाई तुम्हारी बीमारी के लिए असरदार होगी।,hin,hin,1,0,0,0,0,0,0,0,1
人注定要死。,cmn,cmn,1,0,0,0,0,0,0,0,1
मेरी बहन को बच्चों से बहुत प्यार है।,hin,hin,0,0,0,0,0,0,0,0,0
我来自东京。,cmn,cmn,0,0,0,0,0,0,0,0,0
मैं पता लगाऊँगा कि यह दिवाई कैसे काम करती है।,hin,hin,0,0,1,0,0,0,0,0,1
Todos estamos convencidos de su culpabilidad.,spa,spa,0,0,0,1,0,0,0,0,1
"But for air, nothing could live.",eng,eng,0,0,0,0,0,0,0,0,0
为什么你不和Jim分享你的曲奇呢？,cmn,cmn,0,0,0,0,0,0,0,0,0
We had a kid just last year.,eng,eng,0,0,0,1,0,0,0,0,1
What you need the most now is courage.,eng,eng,0,0,0,1,0,0,0,0,1
¿Y nadie le ayudó?,spa,spa,1,0,0,0,0,0,0,0,1
El Sr. Kato era demasiado mayor para trabajar.,spa,spa,0,0,0,0,0,0,0,0,0
她相信我是无辜的了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Maria has long hair.,eng,eng,0,0,0,0,0,0,0,0,0
Qué habrá sido de la hermana menor de él.,spa,spa,0,0,0,0,0,0,0,0,0
मुझे उसके मरने का डर था।,hin,hin,1,0,0,0,0,0,0,0,1
Déjalo que haga lo que quiera.,spa,spa,0,0,0,0,0,0,0,0,0
It's difficult to have great ideas.,eng,eng,0,0,0,0,0,0,0,0,0
I have to go shopping. I'll be back in an hour.,eng,eng,0,0,0,0,0,0,0,0,0
El barco ondeaba bandera estadounidense.,spa,spa,0,0,0,1,0,0,0,0,1
मैं तभी से उसकी देखभाल करता आया हूँ।,hin,hin,0,0,0,0,0,0,0,0,0
书桌上有一把剪刀。,cmn,cmn,0,0,0,0,0,0,0,0,0
"You made the mistake on purpose, didn't you?",eng,eng,0,0,0,1,0,0,0,0,1
मैं इस कोटे तक भला कैसे पहुंच सकता हूँ?,hin,hin,0,0,0,0,0,0,0,0,0
Me encontré con él una mañana de invierno.,spa,spa,0,0,0,0,0,0,0,0,0
நீ தமிழன் ஆக இருக்கிறாய்,tam,tam,0,0,0,1,0,0,0,0,1
I'm looking for a bank. Is there one near here?,eng,eng,0,0,0,0,0,0,0,0,0
You'll see the bank on the left hand side of the hospital.,eng,eng,0,0,0,0,0,0,0,0,0
我无法治愈心碎。,cmn,cmn,0,0,0,0,0,0,0,0,0
你是一个SC,cmn,cmn,0,0,0,1,0,0,0,0,1
You shouldn't have done it.,eng,eng,0,0,0,0,0,0,0,0,0
No sé qué ocurrirá a partir de ahora.,spa,spa,0,0,0,0,0,0,0,0,0
What is your greatest source of inspiration?,eng,eng,0,0,0,1,0,0,0,0,1
¿Le gustaría venir a cenar a mi casa?,spa,spa,0,0,0,1,0,0,0,0,1
बिना सोचे कुछ मत कहें।,hin,hin,0,0,0,0,0,0,0,0,0
委員會應該把注意力集中在更具體的問題上。,cmn,cmn,0,0,0,0,0,0,0,0,0
这箱子是空的，里面什么也没有。,cmn,cmn,0,0,0,0,0,0,0,0,0
जो मरने वाले हैं वे तुम्हें सलाम करते हैं।,hin,hin,1,0,0,0,0,0,0,0,1
There was a sharp rise in prices last year.,eng,eng,0,0,0,1,0,0,0,0,1
Él partirá en tres días.,spa,spa,0,0,0,0,0,0,0,0,0
Esto me gusta menos que cuidar niños.,spa,spa,0,0,0,1,0,0,0,0,1
उसने मेरे बताए हुए से उलटा काम किया।,hin,hin,0,0,1,0,0,0,0,0,1
तोहफ़े के लिए धन्यवाद।,hin,hin,0,0,0,0,0,0,0,0,0
Are you in favor of the plan or not?,eng,eng,0,0,0,0,0,0,0,0,0
¿Habías estado antes en Japón?,spa,spa,0,0,0,1,0,0,0,0,1
पागल बेशर्म सिख,hin,hin,0,0,1,0,0,1,1,0,1
Mejor te llevo hasta tu casa en coche.,spa,spa,0,0,0,1,0,0,0,0,1
Me has abierto los ojos a cómo es cuando todo está bien.,spa,spa,0,0,0,1,0,0,0,0,1
I don't care as long as you are happy.,eng,eng,0,0,0,0,0,0,0,0,0
他去了某个地方。,cmn,cmn,0,0,0,0,0,0,0,0,0
Peter办公室里的打印机坏了，不能再打印了。,cmn,cmn,1,0,1,0,0,0,0,0,1
"Nuestra profesora es muy dura de cabeza, ¿o no?",spa,spa,0,0,0,1,0,0,0,0,1
我觉得很幸福。,cmn,cmn,0,0,0,0,0,0,0,0,0
मुझे थोड़ा आराम करने का मन है।,hin,hin,0,0,0,0,0,0,0,0,0
Uno de los niños se dejó la puerta abierta.,spa,spa,0,0,0,0,0,0,0,0,0
Mi padre toma un café todas las mañanas.,spa,spa,0,0,0,0,0,0,0,0,0
